BUF,-3.5,TEN
MIN,-3.5,ATL
TEN,-4.5,HOU
BAL,-8.5,PHI
IND,-8.5,CIN
DET,-3.5,JAC
NYG,-3.5,WAS
CAR,-3.5,CHI
PIT,-3.5,CLE
LAC,-8.5,NYJ
DEN,-1.5,MIA
GB,-2.5,TB
LAR,-3.5,SF
KC,-3.5,BUF
