,"MIA
-1.5
JAC","MIN
-3.5
TEN","NE
-5.5
LV","ATL
-2.5
CHI","PHI
-8.5
CIN","SF
-7.5
NYG","PIT
-5.5
HOU","CLE
-8.5
WAS","TIE
-
BRK"
rc,MIA,MIN,NE,ATL,PHI,SF,PIT,CLE,32
